Row ID,Purchase Order Description,Purchase Order (Contract) Number,Revision Number,Specification Number,Contract Type,Start Date,End Date,Approval Date,Department,Vendor Name,Vendor ID,Address 1,City,State,Zip,Award Amount,Procurement Type,Start Date Year,End Date Year,Contract_Duration_Days,Approval_Delay_Days,Is_Zero_Award,Is_Negative_Modification,Is_High_Value,Award_Category,Vendor_Key,Revision_Count_Per_Contract
7891,DFSS-HHS-CS-CEL:CRRSA,181205,1,1240863,DELEGATE AGENCY,4/1/2022,6/30/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"EASTER SEALS METROPOLITAN CHICAGO, INC.",74356010P,1939 W 13TH ST # 300,CHICAGO,IL,60608,$0,UNKNOWN,2022,2023,455,277,1,0,0,Depends Upon Requirements,"EASTER SEALS METROPOLITAN CHICAGO, INC.|74356010P",2
7892,DFSS-ARP-YS-MCMF:,209202,0,1245999,DELEGATE AGENCY,10/1/2022,1/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CHICAGO PARKS FOUNDATION,102617463Z,541 N FAIRBANKS CT FL 7TH,CHICAGO,IL,60611,"$586,624",UNKNOWN,2022,2023,122,94,0,0,1,Large,CHICAGO PARKS FOUNDATION|102617463Z,1
7893,DFSS-CORP-WS-CRESC:,176871,1,1237610,DELEGATE AGENCY,1/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,COMMUNITY ASSISTANCE PROGRAMS,102615747X,11715 S HALSTED ST,CHICAGO,IL,60628,$0,UNKNOWN,2022,2023,729,367,1,0,0,Depends Upon Requirements,COMMUNITY ASSISTANCE PROGRAMS|102615747X,3
7894,DFSS-ARP-YS-SYEP:,203304,1,1235846,DELEGATE AGENCY,9/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"ASIAN HUMAN SERVICES, INC.",38544823A,2838 W PETERSON AVE FL 1ST,CHICAGO,IL,60659,"$212,282",UNKNOWN,2022,2023,486,124,0,0,1,Large,"ASIAN HUMAN SERVICES, INC.|38544823A",3
7895,DFSS-ESG-HL-HMLPREV:,168163,1,1231872,DELEGATE AGENCY,9/8/2021,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,FRANCISCAN OUTREACH,104563435H,717 W 18TH ST # B,CHICAGO,IL,60616,$0,UNKNOWN,2021,2023,844,482,1,0,0,Depends Upon Requirements,FRANCISCAN OUTREACH|104563435H,1
7896,BRIDGE DESIGN ENGINEERING SERVICES FOR GROUP 1 (TASK ORDER),30531,3,116875,ARCH/ENGINEERING,12/10/2014,6/9/2023,01/03/2023,CHICAGO DEPARTMENT OF TRANSPORTATION,"PATRICK ENGINEERING,INC.& PATRICK DRILLING,INC (OVERSIZE)",23175807X,1741 MOMENTUM PLACE EFT,CHICAGO,IL,60678-2206,$0,MASTER AGREEMENT,2014,2023,3103,2946,1,0,0,Depends Upon Requirements,"PATRICK ENGINEERING,INC.& PATRICK DRILLING,INC (OVERSIZE)|23175807X",1
7897,NON-TARGET MARKET MASTER CONSULTING AGREEMENT FOR REAL ESTATE PROPERTY MANAGEMENT SERVICES,49444,5,132849,"PRO SERV CONSULTING $250,000ORABOVE",4/10/2017,3/14/2025,01/03/2023,DEPT OF ASSETS INFORMATION AND SERVICES,MB REAL ESTATE SERVICES INC,95135577H,181 W MADISON ST,CHICAGO,IL,60602,"$1,210,309",MASTER AGREEMENT,2017,2025,2895,2094,0,0,1,Large,MB REAL ESTATE SERVICES INC|95135577H,1
7898,DFSS-CDBG-WS-TJP:,177426,1,1221530,DELEGATE AGENCY,1/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,A SAFE HAVEN FOUNDATION,93145610H,2750 W ROOSEVELT ROAD EFT,CHICAGO,IL,60608,$0,UNKNOWN,2022,2023,729,367,1,0,0,Depends Upon Requirements,A SAFE HAVEN FOUNDATION|93145610H,3
7899,DFSS-ARP-HS-TFLAFUR:,197784,0,1241544,DELEGATE AGENCY,7/25/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"HEARTLAND HUMAN CARE SERVICES, INC.",6316260Z,CHICAGO CONNECTIONS,CHICAGO,IL,60604,"$13,970,000",UNKNOWN,2022,2023,524,162,0,0,1,Large,"HEARTLAND HUMAN CARE SERVICES, INC.|6316260Z",1
7900,LAMON AND LARAMIE SEWER IMPROVEMENT  PROJECT,101220,7,726006,CONSTRUCTION-GENERAL,1/3/2023,1/3/2023,01/03/2023,DEPARTMENT OF WATER MANAGEMENT,PAN-OCEANIC ENGINEERING CO INC,95584874P,6436 W HIGGINS AVENUE EFT,CHICAGO,IL,60656,"$107,836",BID,2023,2023,0,0,0,0,1,Large,PAN-OCEANIC ENGINEERING CO INC|95584874P,2
7901,DFSS-CORP-WS-CRESC:,176872,1,1237610,DELEGATE AGENCY,1/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,HOWARD AREA COMMUNITY CENTER 01,28386163V,CENTER (AGENT)ROBERT BUCHANAN,CHICAGO,IL,60626,$0,UNKNOWN,2022,2023,729,367,1,0,0,Depends Upon Requirements,HOWARD AREA COMMUNITY CENTER 01|28386163V,3
7902,DFSS-CSBG-HS-EFAFARP:,207837,0,1237763,DELEGATE AGENCY,10/1/2022,1/15/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,GREATER CHICAGO FOOD DEPOSITORY,30162645M,4100 W ANN LURIE PL,CHICAGO,IL,60632,"$513,111",UNKNOWN,2022,2023,106,94,0,0,1,Large,GREATER CHICAGO FOOD DEPOSITORY|30162645M,1
7903,DFSS-ESG-HL-HMLPREV:,168167,1,1231872,DELEGATE AGENCY,9/8/2021,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,SARAH'S CIRCLE,99253746H,4750 N SHERIDAN RD # 220,CHICAGO,IL,60640,$0,UNKNOWN,2021,2023,844,482,1,0,0,Depends Upon Requirements,SARAH'S CIRCLE|99253746H,1
7904,DFSS-ARP-DV-RRPC:,197661,0,1251581,DELEGATE AGENCY,5/15/2022,12/31/2024,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ALL CHICAGO MAKING HOMELESSNESS HISTORY,97415498V,651 W WASHINGTON BLVD,CHICAGO,IL,60661,"$4,200,000",UNKNOWN,2022,2024,961,233,0,0,1,Large,ALL CHICAGO MAKING HOMELESSNESS HISTORY|97415498V,4
7905,DFSS-ARP-YS-SYEP:,203272,1,1235846,DELEGATE AGENCY,9/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"SGA YOUTH & FAMILY SERVICES, NFP",63437745V,11 E ADAMS ST STE 1500,CHICAGO,IL,60603,"$424,564",UNKNOWN,2022,2023,486,124,0,0,1,Large,"SGA YOUTH & FAMILY SERVICES, NFP|63437745V",3
7906,DFSS-ESG-HL-HMLPREV:,168150,1,1231872,DELEGATE AGENCY,9/8/2021,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,NIGHT MINISTRY,50130252P,4711 N RAVENSWOOD AVENUE EFT,CHICAGO,IL,60640-4407,$0,UNKNOWN,2021,2023,844,482,1,0,0,Depends Upon Requirements,NIGHT MINISTRY|50130252P,1
7907,DFSS-HHS-CS-CEL: EARLY HEAD START EXPANSION,99984,4,1167915,DELEGATE AGENCY,3/1/2019,3/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,MARY CRANE LEAGUE|CLEANED-UP,95467712E,2974 N CLYBOURN STREET EFT,CHICAGO,IL,60618,$0,UNKNOWN,2019,2023,1491,1404,1,0,0,Depends Upon Requirements,MARY CRANE LEAGUE|CLEANED-UP|95467712E,2
7908,DFSS-CORP-WS-CRESC:,176870,1,1237610,DELEGATE AGENCY,1/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,TEAMWORK ENGLEWOOD,46806107T,815 W 63RD ST,CHICAGO,IL,60621,$0,UNKNOWN,2022,2023,729,367,1,0,0,Depends Upon Requirements,TEAMWORK ENGLEWOOD|46806107T,3
7909,DFSS-CORP-WS-CRESC:,176873,1,1237610,DELEGATE AGENCY,1/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CENTERS FOR NEW HORIZONS 01,15427701H,4150 S KING DRIVE EFT,CHICAGO,IL,60653,$0,UNKNOWN,2022,2023,729,367,1,0,0,Depends Upon Requirements,CENTERS FOR NEW HORIZONS 01|15427701H,3
7910,DFSS-ARP-SS-CS:,201312,0,1221907,DELEGATE AGENCY,10/1/2022,9/30/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"ASI, INC.",93792297Z,2619 W ARMITAGE AVENUE EFT,CHICAGO,IL,60647-4208,"$570,750",UNKNOWN,2022,2023,364,94,0,0,1,Large,"ASI, INC.|93792297Z",2
7911,DFSS-ESG-HL-HMLPREV:,168161,1,1231872,DELEGATE AGENCY,9/8/2021,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ALL CHICAGO MAKING HOMELESSNESS HISTORY,97415498V,651 W WASHINGTON BLVD,CHICAGO,IL,60661,$0,UNKNOWN,2021,2023,844,482,1,0,0,Depends Upon Requirements,ALL CHICAGO MAKING HOMELESSNESS HISTORY|97415498V,1
7912,DFSS-ARP-YS-SYEP:,203298,1,1235846,DELEGATE AGENCY,9/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,METROPOLITAN FAMILY SERVICE,102603122X,SUITE 1000,CHICAGO,IL,60602,"$212,282",UNKNOWN,2022,2023,486,124,0,0,1,Large,METROPOLITAN FAMILY SERVICE|102603122X,3
7913,DFSS-CDBG-WS-ISTPP:,177222,1,1237847,DELEGATE AGENCY,1/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,GREATER WEST TOWN COMMUNITY DEVELOPMENT PROJECT,31316397P,1579 N MILWAUKEE AVE FL 2ND,CHICAGO,IL,60622,$0,UNKNOWN,2022,2023,729,367,1,0,0,Depends Upon Requirements,GREATER WEST TOWN COMMUNITY DEVELOPMENT PROJECT|31316397P,3
7914,DFSS-CDBG-WS-ISTPP:,177221,1,1237847,DELEGATE AGENCY,1/1/2022,12/31/2023,01/03/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"ETHIOPIAN COMMUNITY ASSOCIATION OF CHICAGO, INC.",102652682X,5800 N LINCOLN AVENUE EFT,CHICAGO,IL,60659,$0,UNKNOWN,2022,2023,729,367,1,0,0,Depends Upon Requirements,"ETHIOPIAN COMMUNITY ASSOCIATION OF CHICAGO, INC.|102652682X",3
7915,DFSS-CORP-HL-ESH:,174607,1,1235949,DELEGATE AGENCY,1/1/2022,12/31/2023,12/30/2022,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,NEOPOLITAN LIGHTHOUSE C/O,22388968L,PO BOX 24709,CHICAGO,IL,60624,$0,UNKNOWN,2022,2023,729,363,1,0,0,Depends Upon Requirements,NEOPOLITAN LIGHTHOUSE C/O|22388968L,3
7916,1116719: JACKSON PARK MOBILITY IMPROVEMENTS,177310,5,1116719,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/29/2022,12/29/2022,12/29/2022,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",102903767L,5515 N EAST RIVER ROAD EFT XX 2356,CHICAGO,IL,60656,"$190,000",BID,2022,2022,0,0,0,0,1,Large,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC|102903767L",36
7917,"1182986:  GRAND AVENUE 
IMPROVEMENTS - SECTION VI (W. GRAND AVE. FROM W. CHICAGO AVE. TO N. DAMEN AVE.)",153526,14,1182986,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/29/2022,12/29/2022,12/29/2022,CHICAGO DEPARTMENT OF TRANSPORTATION,PAN-OCEANIC ENGINEERING CO INC,95584874P,6436 W HIGGINS AVENUE EFT,CHICAGO,IL,60656,"$6,500",BID,2022,2022,0,0,0,0,0,Small,PAN-OCEANIC ENGINEERING CO INC|95584874P,33
7918,1188838: WEBSTER AVENUE BRIDGE OVER THE NORTH BRANCH OF THE CHICAGO RIVER,158615,8,1188838,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/29/2022,12/29/2022,12/29/2022,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC",94387210X,5515 N EAST RIVER ROAD EFT,CHICAGO,IL,60656,"$2,068,000",BID,2022,2022,0,0,0,0,1,Large,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC|94387210X",14
7919,1188838: WEBSTER AVENUE BRIDGE OVER THE NORTH BRANCH OF THE CHICAGO RIVER,158615,9,1188838,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/29/2022,12/29/2022,12/29/2022,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",102903767L,5515 N EAST RIVER ROAD EFT XX 2356,CHICAGO,IL,60656,"$1,000,000",BID,2022,2022,0,0,0,0,1,Large,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC|102903767L",14
7920,"DRAGER SCBA EQUIPMENT-MAINTENANCE, REPAIR, PARTS AND SUPPLIES",30580,7,111349,WORK SERVICES / FACILITIES MAINT.,8/12/2014,8/2/2023,12/27/2022,CHICAGO FIRE DEPARTMENT,W S DARLEY & COMPANY,95279797E,325 SPRING LAKE DR,ITASCA,IL,60143,"$25,661",BID,2014,2023,3277,3059,0,0,0,Medium,W S DARLEY & COMPANY|95279797E,2
7921,"PROFESSIONAL ENVIRONMENTAL ASSESSMENT, ENGINEERING, AND ECOLOGICAL SERVICES",29530,6,110564,ARCH/ENGINEERING,2/1/2014,2/17/2025,12/27/2022,DEPT OF ASSETS INFORMATION AND SERVICES,"AECOM TECHNICAL SERVICES, INC.",94920393E,1178 PAYSPHERE CIR,CHICAGO,IL,60674,"$700,000",MASTER AGREEMENT,2014,2025,4034,3251,0,0,1,Large,"AECOM TECHNICAL SERVICES, INC.|94920393E",1
7922,1197575: RFQ FOR PROFESSIONAL TASK ORDER SERVICES: A) ARCHITECTURE AND ENGINEERING SERVICES (FEDERAL),196106,0,1197575,PRO SERV-AVIATION,1/2/2023,1/1/2028,12/27/2022,CHICAGO DEPARTMENT OF AVIATION,HNTB CORPORATION,6172585P,ATTN: SUSAN CALHOUN,KANSAS CITY,MO,64180-2729,"$12,000,000",RFQ,2023,2028,1825,-6,0,0,1,Large,HNTB CORPORATION|6172585P,1
7923,"CONTINUITY OF OPERATIONS PLANNING (COOP) SOFTWARE, MAINTENANCE AND SUPPORT SERVICES",182365,0,1226651,"PRO SERV CONSULTING $250,000ORABOVE",12/20/2022,12/19/2025,12/27/2022,OFFICE OF PUBLIC SAFETY ADMINISTRATION,BOLDPLANNING INC,94722900X,4515 HARDING PIKE,NASHVILLE,TN,37205,"$301,535",SOLE SOURCE,2022,2025,1095,7,0,0,1,Large,BOLDPLANNING INC|94722900X,2
7924,1197575: RFQ FOR PROFESSIONAL TASK ORDER SERVICES: B) AIRPORT ENGINEERING (FEDERAL),196112,0,1197575,PRO SERV-AVIATION,1/2/2023,1/1/2028,12/27/2022,CHICAGO DEPARTMENT OF AVIATION,HNTB CORPORATION,6172585P,ATTN: SUSAN CALHOUN,KANSAS CITY,MO,64180-2729,"$12,000,000",RFQ,2023,2028,1825,-6,0,0,1,Large,HNTB CORPORATION|6172585P,1
7925,TERM AGREEMENTS FOR CONSTRUCTION MANAGEMENT SERVICES - TARGET MARKET,65986,1,137713,ARCH/ENGINEERING,1/18/2018,1/31/2024,12/27/2022,DEPARTMENT OF WATER MANAGEMENT,GLOBETROTTERS ENG. CORP.,33672803L,"& CONSOER,TOWNSEND & ASSOC J V",CHICAGO,IL,60606,$0,MASTER AGREEMENT,2018,2024,2204,1804,1,0,0,Depends Upon Requirements,GLOBETROTTERS ENG. CORP.|33672803L,3
7926,CHOOSE TO CHANGE,213875,0,1263002,COMPTROLLER-OTHER,1/1/2022,12/31/2022,12/23/2022,OFFICE OF BUDGET & MANAGEMENT,BOARD OF EDUCATION OF THE CITY OF CHICAGO,105458194X,1 N DEARBORN ST 950 EFT,CHICAGO,IL,60602,"$1,145,000",UNKNOWN,2022,2022,364,356,0,0,1,Large,BOARD OF EDUCATION OF THE CITY OF CHICAGO|105458194X,1
7927,"GRANT AGREEMENT, CITYARTS SMALL",213860,0,1262987,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/23/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,OTV OPEN TELEVISION,10603003,2557 W. NORTH AVENUE,CHICAGO,IL,60647,"$25,000",UNKNOWN,2022,2023,454,356,0,0,0,Medium,OTV OPEN TELEVISION|10603003,1
7928,ALLSTARS OST,213867,0,1262996,COMPTROLLER-OTHER,1/1/2022,12/31/2022,12/23/2022,OFFICE OF BUDGET & MANAGEMENT,BOARD OF EDUCATION OF THE CITY OF CHICAGO,105458194X,1 N DEARBORN ST 950 EFT,CHICAGO,IL,60602,"$1,000,000",UNKNOWN,2022,2022,364,356,0,0,1,Large,BOARD OF EDUCATION OF THE CITY OF CHICAGO|105458194X,1
7929,IGA  WORLD BUSINESS CHICAGO,213864,0,1262993,COMPTROLLER-OTHER,1/1/2022,12/31/2022,12/23/2022,OFFICE OF BUDGET & MANAGEMENT,WORLD BUSINESS CHICAGO|CLEANED-UP,93284863P,177 N STATE ST STE 500 EFT,CHICAGO,IL,60601,"$1,200,000",UNKNOWN,2022,2022,364,356,0,0,1,Large,WORLD BUSINESS CHICAGO|CLEANED-UP|93284863P,1
7930,TO PROVIDE HEALTH DISPARITIES GRANT EVALUATION SERVICES.,213861,0,1262988,COMPTROLLER-OTHER,10/1/2022,5/31/2024,12/23/2022,CHICAGO DEPARTMENT OF PUBLIC HEALTH,BOARD OF TRUSTEES OF THE UNIVERSITY. OF ILLINOIS,102485369L,GRANTS & CONTRACTS MC/696,CHICAGO,IL,60612,"$725,000",UNKNOWN,2022,2024,608,83,0,0,1,Large,BOARD OF TRUSTEES OF THE UNIVERSITY. OF ILLINOIS|102485369L,1
7931,SAFE PASSAGE,213872,0,1262999,COMPTROLLER-OTHER,1/1/2022,12/31/2022,12/23/2022,OFFICE OF BUDGET & MANAGEMENT,BOARD OF EDUCATION OF THE CITY OF CHICAGO,105458194X,1 N DEARBORN ST 950 EFT,CHICAGO,IL,60602,"$1,000,000",UNKNOWN,2022,2022,364,356,0,0,1,Large,BOARD OF EDUCATION OF THE CITY OF CHICAGO|105458194X,1
7932,SUMMER YOUTH EMPLOYMENT,213879,0,1263003,COMPTROLLER-OTHER,1/1/2022,12/31/2022,12/23/2022,OFFICE OF BUDGET & MANAGEMENT,BOARD OF EDUCATION OF THE CITY OF CHICAGO,105458194X,1 N DEARBORN ST 950 EFT,CHICAGO,IL,60602,"$687,768",UNKNOWN,2022,2022,364,356,0,0,1,Large,BOARD OF EDUCATION OF THE CITY OF CHICAGO|105458194X,1
7933,GRANT AGREEMENT,213729,0,1262845,COMPTROLLER-OTHER,6/23/2022,12/31/2022,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,GREATER ENGLEWOOD COMMUNITY DEVELOPMENT CORPORATION,102543009H,815 W 63RD STREET EFT ST,CHICAGO,IL,60621,"$75,000",UNKNOWN,2022,2022,191,182,0,0,0,Medium,GREATER ENGLEWOOD COMMUNITY DEVELOPMENT CORPORATION|102543009H,1
7934,"GRANT AGREEMENT, CITYARTS SMALL",213819,0,1262923,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CHICAGO DANCEMAKERS FORUM,105477605T,159 E WALTON PL # 20A,CHICAGO,IL,60611,"$20,000",UNKNOWN,2022,2023,454,355,0,0,0,Medium,CHICAGO DANCEMAKERS FORUM|105477605T,1
7935,"GRANT AGREEMENT, CITYARTS SMALL",213737,0,1262857,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,DEFINITION THEATRE,104148112H,PO BOX 221471,CHICAGO,IL,60622,"$15,000",UNKNOWN,2022,2023,454,355,0,0,0,Medium,DEFINITION THEATRE|104148112H,1
7936,"GRANT AGREEMENT, CITYARTS SMALL",213796,0,1262886,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,"CUERDAS CLASICAS, INC.",31314461A,3842 S ARCHER AVE,CHICAGO,IL,60632,"$6,000",UNKNOWN,2022,2023,454,355,0,0,0,Small,"CUERDAS CLASICAS, INC.|31314461A",1
7937,GRANT AGREEMENT,213779,0,1262878,COMPTROLLER-OTHER,10/1/2021,12/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,"CUERDAS CLASICAS, INC.",31314461A,3842 S ARCHER AVE,CHICAGO,IL,60632,"$10,000",UNKNOWN,2021,2023,821,447,0,0,0,Medium,"CUERDAS CLASICAS, INC.|31314461A",1
7938,DESIGN AGREEMENT,213759,0,1262862,COMPTROLLER-OTHER,11/1/2022,1/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,DWIGHT WHITE JR,10602997,1070 W 15TH ST UNIT 108,CHICAGO,IL,60608,"$7,200",UNKNOWN,2022,2023,91,51,0,0,0,Small,DWIGHT WHITE JR|10602997,1
7939,CDPH-EMRGNCY-PREP: PO 197137 ILLINOIS HEALTH AND HOSPITAL ASSOCIATION,197137,0,1251226,DELEGATE AGENCY,7/1/2022,6/30/2023,12/22/2022,UNKNOWN,ILLINOIS HEALTH & HOSPITAL ASSOCIATION,102529691X,1151 E WARRENVILLE RD,NAPERVILLE,IL,60563,"$1,447,185",UNKNOWN,2022,2023,364,174,0,0,1,Large,ILLINOIS HEALTH & HOSPITAL ASSOCIATION|102529691X,1
7940,PROPERTY MANAGEMENT AND EVENT SUPPORT SERVICES FOR MILLENNIUM PARK AND VARIOUS DCASE PROPERTIES,33323,5,125729,"PRO SERV CONSULTING $250,000ORABOVE",8/2/2016,8/1/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,MB REAL ESTATE SERVICES INC,95135577H,181 W MADISON ST,CHICAGO,IL,60602,"$20,813,866",RFP,2016,2023,2555,2333,0,0,1,Large,MB REAL ESTATE SERVICES INC|95135577H,2
7941,DESIGN AGREEMENT,213755,0,1262861,COMPTROLLER-OTHER,9/14/2022,3/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,THEASTER GATES,56713038,6918 SOUTH DORCHESTER,CHICAGO,IL,60637,"$25,000",UNKNOWN,2022,2023,198,99,0,0,0,Medium,THEASTER GATES|56713038,1
7942,GRANT AGREEMENT,213793,0,1262881,COMPTROLLER-OTHER,10/1/2021,12/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,ANIMATE STUDIO LLC,99782647H,3550 S PAULINA ST,CHICAGO,IL,60609,"$50,000",UNKNOWN,2021,2023,821,447,0,0,0,Medium,ANIMATE STUDIO LLC|99782647H,1
7943,"GRANT AGREEMENT, CITYARTS SMALL",213797,0,1262890,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,YIN HE DANCE,102505396A,547 W 31ST ST,CHICAGO,IL,60616,"$9,000",UNKNOWN,2022,2023,454,355,0,0,0,Small,YIN HE DANCE|102505396A,1
7944,CELADON CONSTRUCTION CO. NFP,213805,0,1262902,COMPTROLLER-OTHER,2/1/2022,12/31/2052,12/22/2022,DEPARTMENT OF PLANNING AND DEVELOPMENT,CELADON CONSTRUCTION CORPORATION - NFP,10603662,1305 SHERIDAN ROAD,WILMETTE,IL,60091,"$2,500,000",UNKNOWN,2022,2052,11291,324,0,0,1,Large,CELADON CONSTRUCTION CORPORATION - NFP|10603662,1
7945,"GRANT AGREEMENT, CITYARTS SMALL",213736,0,1262855,COMPTROLLER-OTHER,1/1/2022,3/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,DEFINITION THEATRE,104148112H,PO BOX 221471,CHICAGO,IL,60622,"$30,000",UNKNOWN,2022,2023,454,355,0,0,0,Medium,DEFINITION THEATRE|104148112H,1
7946,GRANT AGREEMENT,213730,0,1262846,COMPTROLLER-OTHER,6/21/2022,12/31/2022,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,ENGLEWOOD BACK TO SCHOOL PARADE,10596855,PO BOX 21069,CHICAGO,IL,60621,"$25,000",UNKNOWN,2022,2022,193,184,0,0,0,Medium,ENGLEWOOD BACK TO SCHOOL PARADE|10596855,1
7947,CURATORAL AGREEMENT,213817,0,1262922,COMPTROLLER-OTHER,8/15/2022,8/29/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,JAZZ INSTITUTE OF CHICAGO INC,31330192Z,410 S MICHIGAN AVE STE 943,CHICAGO,IL,60605,"$8,500",UNKNOWN,2022,2023,379,129,0,0,0,Small,JAZZ INSTITUTE OF CHICAGO INC|31330192Z,1
7948,PROVIDE A CONSULTING ROLE FOR THE COVID PANDEMIC,158837,3,1225443,COMPTROLLER-OTHER,3/31/2021,3/31/2023,12/22/2022,CHICAGO DEPARTMENT OF PUBLIC HEALTH,"NATIONAL FOUNDATION FOR THE CENTERS FOR DISEASE CONTROL & PREVENTION, INC",105472440V,600 PEACHTREE ST NE STE 1000,ATLANTA,GA,30308,$0,UNKNOWN,2021,2023,730,631,1,0,0,Depends Upon Requirements,"NATIONAL FOUNDATION FOR THE CENTERS FOR DISEASE CONTROL & PREVENTION, INC|105472440V",7
7949,GRANT AGREEMENT,213753,0,1262859,COMPTROLLER-OTHER,6/23/2022,12/31/2022,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,HAIBAYO LLC,105477263H,1069 W ARGYLE ST,CHICAGO,IL,60640,"$25,000",UNKNOWN,2022,2022,191,182,0,0,0,Medium,HAIBAYO LLC|105477263H,1
7950,GRANT AGREEMENT,213788,0,1262880,COMPTROLLER-OTHER,10/1/2022,12/31/2023,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,WOODLAWN RESTORATIVE JUSTICE HUB INC,10600210,602 EAST 61 STREET,CHICAGO,IL,60637,"$13,000",UNKNOWN,2022,2023,456,82,0,0,0,Medium,WOODLAWN RESTORATIVE JUSTICE HUB INC|10600210,1
7951,CONSERVATION AGREEMENT,213732,0,1262848,COMPTROLLER-OTHER,9/1/2022,12/31/2022,12/22/2022,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,CHRISTOPHER L. WOOTEN,10595288,2617 W CRYSTAL - GARDEN APT.,CHICAGO,IL,60622,"$10,000",UNKNOWN,2022,2022,121,112,0,0,0,Medium,CHRISTOPHER L. WOOTEN|10595288,1
